Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee
315190769;CAISSE GENERALE DE SECURITE SOCIALE DE LA GUYANE;ROUTE DE RABAN - ESPACE TURENNE RADAMONTHE CS 37015;97300;CAYENNE;8430A Sécurité sociale obligatoire;INTERNE;Etendue
314024969;CAISSE GENERALE DE SECURITE SOCIALE DE LA MARTINIQUE;RUE CASE NEGRES PLACE D'ARMES;97210;LAMENTIN CEDEX 2;8430A Sécurité sociale obligatoire;INTERNE;Etendue
314635483;CAISSE GENERALE DE SECURITE SOCIALE DE LA REUNION;4 BD DORET;97704;ST DENIS CEDEX 9;753A Sécurité sociale obligatoire;;Générale
314024969;CAISSE GENERALE DE SECURITE SOCILE DE MARTINQIUE;RUE CASE NEGRES - PLACE D'ARMES;97232;LE LAMENTIN;8430A Sécurité sociale obligatoire;INTERNE;Générale
775688690;CAISSE MARITIME D'ALLOCATIONS FAMILIALES;14 BIS RUE VILLENEUVE CS 80518;17022;LA ROCHELLE CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
784647307;CAISSE MUTUELLE D'ASSURANCE SUR LA VIE PRIVÉE;21 RUE LAFFITTE;75009;PARIS;6511Z Assurance;MUTUALISE;Etendue
775559115;CAISSE NATIONALE D'ASSURANCE MALADIE DES TRAVAILLEURS SALARIES - DIRECTION REGIONALE DES SERVICES MEDICAUX 13 DTION DU SCE MEDICAL REGION DE MARSEILLE;195 BD CHAVE DTION DU SCE MEDICAL REGION DE MARSEILLE;13392;MARSEILLE CEDEX 05;8430A Sécurité sociale obligatoire;INTERNE;Générale
108032025;CAISSE NATIONALE D'ASSURANCE VIEILLESSE;110, AVENUE DE FLANDRE;75951;PARIS CEDEX 19;;INTERNE;Etendue
180035024;CAISSE NATIONALE DE L'ASSURANCE MALADIE DES TRAVAILLEURS SALARIES;26-50, AVENUE DU PROFESSEUR ANDRE LEMIERRE;75986;PARIS;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775605595;CAISSE NATIONALE DE RETRAITE ET DE SANTE AU TRAVAIL PAYS DE LA LOIRE;2 PLACE DE BRETAGNE;44932;NANTES CEDEX 9;753A Sécurité sociale obligatoire;INTERNE;Etendue
180035065;CAISSE NATIONALE DES ALLOCATIONS FAMILIALES;32 AVENUE DE LA SIBELLE;75685;PARIS CEDEX 14;8430A Sécurité sociale obligatoire;INTERNE;Etendue
785434697;CAISSE NATIONALE DES ENTREPRENEURS DE TRAVAUX PUBLICS;31 RUE LE PELETIER;75453;PARIS CEDEX 09;9411Z Activités des organisations économiques, patronales et professionnelles;INTERNE;Etendue
478650385;CAISSE NATIONALE DES INDUSTRIES ELECTRIQUES ET GAZIERES;20 RUE DES FRANCAIS LIBRES;44204;NANTES;6530Z Caisses de retraite;INTERNE;Etendue
491061966;CAISSE NATIONALE DU REGIME SOCIAL DES INDEPENDANTS;264 AVENUE DU PRESIDENT WILSON;93457;LA-PLAINE-SAINT-DENIS CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
180090045;CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE;247 AVENUE JACQUES CARTIER;83090;TOULON CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775558372;CAISSE ORGANIC PROVENCE;;13231;MARSEILLE CEDEX 01;753A Sécurité sociale obligatoire;INTERNE;Etendue
491188926;CAISSE PL PROVINCES DU REGIME SOCIAL DES INDEPENDANTS;44 BOULEVARD DE LA BASTILLE;75578;PARIS CEDEX 12;8430A Sécurité sociale obligatoire;MUTUALISE;Etendue
775369572;CAISSE PRIMAIRE ASSURANCE MALADIE;6 RUE LOUIS ARMAND;41022;BLOIS CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
776656175;CAISSE PRIMAIRE ASSURANCE MALADIE ARIEGE;1 RUE SIBIAN;09015;FOIX;753A Sécurité sociale obligatoire;MUTUALISE;Etendue
776743999;CAISSE PRIMAIRE ASSURANCE MALADIE DE L'AVEYRON;156 AVENUE DE BAMBERG;12020;RODEZ CEDEX 9;753A Sécurité sociale obligatoire;SALARIE;Etendue
517583423;CAISSE PRIMAIRE ASSURANCE MALADIE DE LILLE DOUAI;2 RUE D'IENA;59895;LILLE CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
776950404;CAISSE PRIMAIRE ASSURANCE MALADIE DE TOULOUSE;3 BOULEVARD LEOPOLD ESCANDE;31093;TOULOUSE CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
323532267;CAISSE PRIMAIRE ASSURANCE MALADIE DES YVELINES;92 AVENUE DE PARIS;78000;VERSAILLES;8430A Sécurité sociale obligatoire;INTERNE;Etendue
323841353;CAISSE PRIMAIRE ASSURANCE MALADIE PARIS;21 RUE GEORGES AURIC;75948;PARIS CEDEX 19;8430A Sécurité sociale obligatoire;INTERNE;Etendue
776466914;CAISSE PRIMAIRE D ASSURANCE MALADIE DE SAVOIE;5 AVENUE JEAN JAURES;73015;CHAMBERY CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
775553969;CAISSE PRIMAIRE D ASSURANCE MALADIE DES ARDENNES;14 AVENUE GEORGES CORNEAU;08000;CHARLEVILLE MEZIERES;8430A Sécurité sociale obligatoire;INTERNE;Etendue
781065354;CAISSE PRIMAIRE D ASSURANCE MALADIE DU HAVRE;222 BVD DE STRASBOURG;76094;LE HAVRE;8430A Sécurité sociale obligatoire;INTERNE;Etendue
515102135;CAISSE PRIMAIRE D' ASSURANCE MALADIE DE L'ARTOIS;11 BOULEVARD ALLENDE CS 90014;62014;ARRAS CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
786257337;CAISSE PRIMAIRE D'ASSURANCE MALADIE;37 BD MONTMORENCY;53084;LAVAL CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
778600114;CAISSE PRIMAIRE D'ASSURANCE MALADIE;113 RUE DE PARIS - 71022 MACON CEDEX;71022;MACON;8690F Autres activités pour la santé humaine;INTERNE;Etendue
775579659;CAISSE PRIMAIRE D'ASSURANCE MALADIE;14, RUE CIRQUE ROMAIN;30921;NIMES;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775718661;CAISSE PRIMAIRE D'ASSURANCE MALADIE;12, RUE STROLZ;90000;BELFORT;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775555295;CAISSE PRIMAIRE D'ASSURANCE MALADIE;113 RUE ETIENNE PEDRON;10000;TROYES;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775603723;CAISSE PRIMAIRE D'ASSURANCE MALADIE;10 AVENUE ANDRE SOULIER;43009;LE PUY EN VELAY;8430A Sécurité sociale obligatoire;INTERNE;Etendue
776986663;CAISSE PRIMAIRE D'ASSURANCE MALADIE  DU GERS;11 RUE DE CHATEAUDUN;32012;AUCH CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
782395495;CAISSE PRIMAIRE D'ASSURANCE MALADIE ALPES DE HAUTE PROVENCE;3 RUE ALPHONSE RICHARD;04010;DIGNE-LES-BAINS;8430A Sécurité sociale obligatoire;INTERNE;Etendue
753504996;CAISSE PRIMAIRE D'ASSURANCE MALADIE D'ARMENTIERES;6 RUE DES NIEULLES BP 121 BP 90121;59486;ARMENTIERES CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
779079417;CAISSE PRIMAIRE D'ASSURANCE MALADIE D'AURILLAC;15 RUE PIERRE MARTY;15010;AURILLAC;753A Sécurité sociale obligatoire;INTERNE;Etendue
778649491;CAISSE PRIMAIRE D'ASSURANCE MALADIE D'AUXERRE;1-3 RUE DU MOULIN;89024;AUXERRE;753A Sécurité sociale obligatoire;INTERNE;Générale
777749342;CAISSE PRIMAIRE D'ASSURANCE MALADIE D'ILLE-ET-VILAINE;COURS DES ALLIÉS;35024;RENNES CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775593916;CAISSE PRIMAIRE D'ASSURANCE MALADIE D'INDRE ET LOIRE;36 RUE EDOUARD VAILLANTCEDEX 9;37035;TOURS;8430C Sécurité sociale obligatoire;INTERNE;Etendue
782260400;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE BAYONNE;68 - 72 ALLEES MARINES;64111;BAYONNE CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
782993117;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE CORSE DU SUD;BOULEVARD ABBE RECCO LES PADULES BP 910;20702;AJACCIO CEDEX 9;753A Sécurité sociale obligatoire;INTERNE;Générale
778213314;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE COTE D'OR;BP 34548;21045;DIJON;8430A Sécurité sociale obligatoire;INTERNE;Etendue
779311182;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'AIN;1 PLACE DE LA GRENOUILLERE;01015;BOURG EN BRESSE CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
515032175;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'AISNE;29, BOULEVARD ROOSEVELT CS 20606 02323 SAINT QUENTIN CEDEX;02323;SAINT QUENTIN;8430A Sécurité sociale obligatoire;INTERNE;Etendue
779040823;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ALLIER;9-11 RUE ACHILLE ROCHE BP 351;03010;MOULINS CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
515070050;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ARDECHE;6 AVENUE DE L'EUROPE UNIE BP 735;07007;PRIVAS CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
776656175;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ARIEGE;1 AVENUE DE SIBIAN;09015;FOIX CEDEX;8430A Sécurité sociale obligatoire;SALARIE;Etendue
775783723;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'AUDE;2 ALLEE DE BEZONS;11017;CARCASSONNE;8430A Sécurité sociale obligatoire;INTERNE;Générale
784311709;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ESSONE;BOULEVARD FRANCOIS MITTERRAND;91039;EVRY CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
323722165;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ESSONNE;BOULEVARD FRANCOIS MITTERRAND;91039;EVRY CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
517608139;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'HERAULT;29 COURS GAMBETTA;34934;MONTPELLIER CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775188899;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'INDRE;14 RUE CLAUDE NICOLAS LEDOUX;36026;CHATEAUROUX;753A Sécurité sociale obligatoire;INTERNE;Etendue
515393262;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ISERE;2 RUE DES ALLIES;38045;GRENOBLE CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
780937769;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ORNE;34 PLACE BONET;61012;ALENCON;8413Z Administration générale, économique et sociale;INTERNE;Etendue
781172358;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA CHARENTE;BOULEVARD DE BURY;16910;ANGOULEME CEDEX 9;753A Sécurité sociale obligatoire;INTERNE;Etendue
515330579;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA COTE D'OPALE;35 RUE DESCARTES BP 159;62108;CALAIS;8430A Sécurité sociale obligatoire;INTERNE;Etendue
778213314;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA COTE D'OR;8 RUE DOCTEUR MARET BP 34548;21045;DIJON CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
775573389;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA DROME;AVENUE DU PRESIDENT HERRIOT BP 1000;26024;VALENCE;753A Sécurité sociale obligatoire;INTERNE;Etendue
781847421;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA GIRONDE;PLACE DE L'EUROPE CITE DU GRAND PARC;33085;BORDEAUX;753A Sécurité sociale obligatoire;MUTUALISE;Etendue
783005671;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA HAUTE CORSE;5 AVE JEAN ZUCCARELLI;20406;BASTIA CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775613219;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA HAUTE MARNE;18 BOULEVARD DU MARECHAL DE LATTRE DE TASSIGNY BP 2028;52903;CHAUMONT CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
514316934;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA LOIRE;3 AVENUE EMILE LOUBET;42027;SAINT ETIENNE CEDEX 1;8430A Sécurité sociale obligatoire;INTERNE;Partielle
515163749;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA LOIRE-ATLANTIQUE;9 RUE GAËTAN RONDEAU;44958;NANTES CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
780915864;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA MANCHE;MONTEE DU BOIS ANDRE;50012;SAINT-LO CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
780428942;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA MARNE;14 16 RUE DU RUISSELET;51086;REIMS CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
786257378;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA MAYENNE;37 BOULEVARD MONTMORENCY;53084;LAVAL CEDEX 9;8430A Sécurité sociale obligatoire;MUTUALISE;Etendue
783382328;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA MEUSE;1 RUE DE POLVAL CASE OFFICIEL N° 9;55000;BAR LE DUC CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
778477703;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA NIEVRE;50 RUE PAUL VAILLANT COUTURIER;58025;NEVERS CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
323690271;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA SEINE-SAINT-DENIS;195 AVENUE PAUL VAILLANT COUTURIER;93014;BOBIGNY;8430A Sécurité sociale obligatoire;INTERNE;Etendue
303038384;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA SOMME;8 PLACE LOUIS SELLIER;80021;AMIENS CEDEX 1;753A Sécurité sociale obligatoire;INTERNE;Etendue
775716220;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LA VIENNE;41 RUE DU TOUFFENET;86043;POITIERS CEDEX 9;753A Sécurité sociale obligatoire;INTERNE;Etendue
782152870;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LOT ET GARONNE;2 RUE DIDEROT;47914;AGEN;8430A Sécurité sociale obligatoire;;Etendue
515090686;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE MAINE-ET-LOIRE;32 RUE LOUIS GAIN;49937;ANGERS CEDEX 9;8430C Sécurité sociale obligatoire;INTERNE;Etendue
517405783;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE MEURTHE-ET-MOSELLE;9 BOULEVARD JOFFRE;54047;NANCY;8430A Sécurité sociale obligatoire;INTERNE;Etendue
778329979;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE MONTBELIARD;3 AVENUE LEON BLUM;25215;MONTBELIARD CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
776060089;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE MONTPELLIER-LODEVE;29 COURS GAMBETTA;34934;MONTPELLIER CEDEX 9;753A Sécurité sociale obligatoire;INTERNE;Générale
515260883;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE MOSELLE;18, RUE HAUTE SEILLE;57751;METZ CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
778953810;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE MULHOUSE;26 AVENUE ROBERT SCHUMAN;68083;MULHOUSE CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
514993518;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE ROUBAIX-TOURCOING;6 RUE COGGHE;59065;ROUBAIX CEDEX 1 BP 769;8430A Sécurité sociale obligatoire;SALARIE;Générale
517501276;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE ROUEN-ELBEUF-DIEPPE SEINE-MARITIME;50 AVENUE DE BRETAGNE;76039;ROUEN CEDEX 1;8430A Sécurité sociale obligatoire;INTERNE;Etendue
780043279;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE THIONVILLE;2 ALLEE BEL AIR BP 50351;57128;THIONVILLE;753A Sécurité sociale obligatoire;INTERNE;Etendue
783852312;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE TOURCOING;2 PLACE SEBASTOPOL;59208;TOURCOING CEDEX 02;753A Sécurité sociale obligatoire;INTERNE;Générale
783204316;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE VAUCLUSE;;84043;AVIGNON CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Générale
748448027;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE VENDEE;61 RUE ALAIN;85931;LA ROCHE SUR YON CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775649247;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE VILLEURBANNE;276 COURS EMILE ZOLA;69619;VILLEURBANNE CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775352151;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES ALPES MARITIMES;48 AVENUE DU ROI ROBERT COMTE DE PROVENCE;06100;NICE CEDEX 2;753A Sécurité sociale obligatoire;INTERNE;Etendue
782885735;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES BOUCHES DU RHONE;56 CHEMIN JOSEPH AIGUIER;13297;MARSEILLE CEDEX 9;753A Sécurité sociale obligatoire;INTERNE;Etendue
777461310;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES COTES D'ARMOR;106 BOULEVARD HOCHE;22000;SAINT BRIEUC CEDEX 1;8430A Sécurité sociale obligatoire;INTERNE;Générale
781459565;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES DEUX SEVRES;PARC D'ACTIVITES DE L'EBAUPIN 1 RUE DE L'ANGELIQUE - BESSINES;79041;NIORT CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
515330314;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES FLANDRES;2 RUE DE LA BATELLERIE CS 94 523;59386;DUNKERQUE CEDEX 1;8430A Sécurité sociale obligatoire;INTERNE;Etendue
777169020;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES HAUTES PYRENEES;8 PLACE AU BOIS BP 319;65021;TARBES CEDEX;753A Sécurité sociale obligatoire;SALARIE;Etendue
782437578;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES HAUTES-ALPES;10, BD GEORGES POMPIDOU;05010;GAP CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775640220;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES PYRENEES ORIENTALES;RUE DES REMPARTS SAINT MATHIEU BP 89928;66013;PERPIGNAN CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
775717325;CAISSE PRIMAIRE D'ASSURANCE MALADIE DES VOSGES;14 RUE DE LA CLE D'OR CS 30584;88015;EPINAL CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Générale
517442125;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU BAS-RHIN;16 RUE DE LAUSANNE;67090;STRASBOURG CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
780716171;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU CALVADOS;BOULEVARD GENERAL WEYGAND BP 6048 BP 6048;14031;CAEN CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
515223345;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU DOUBS;2 RUE DENIS PAPIN;25036;BESANCON;8430A Sécurité sociale obligatoire;INTERNE;Etendue
517529830;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU FINISTERE;1 RUE DE SAVOIE;29282;BREST;8430A Sécurité sociale obligatoire;INTERNE;Etendue
517614939;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU HAINAUT;63, RUE DU REMPART BP 60499;59321;VALENCIENNES CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
778396390;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU JURA;8,RUE DES LILAS;39000;LONS LE SAUNIER;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775513666;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU LOIRET;PLACE DU GENERAL DE GAULLE;45021;ORLEANS CEDEX 1;753A Sécurité sociale obligatoire;INTERNE;Etendue
777053117;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU LOT;238 RUE HAUTESSERRE;46015;CAHORS CEDEX 9;8430A Sécurité sociale obligatoire;SALARIE;Etendue
777053117;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU LOT;238 RUE HAUTESSERRE;46000;CAHORS;8430A Sécurité sociale obligatoire;INTERNE;Partielle
777907684;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU MORBIHAN;37 BOULEVARD DE LA PAIXBP 20321;56021;VANNES CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775634249;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU PUY-DE-DOME;46 RUE CLOS FOUR;63031;CLERMONT-FERRAND CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
777187683;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU TARN;5 PLACE LAPEROUSE;81016;ALBI CEDEX;753A Sécurité sociale obligatoire;SALARIE;Etendue
777187683;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU TARN;197-199 AVENUE GAMBETTA;81016;ALBI CEDEX 9;8430A Sécurité sociale obligatoire;INTERNE;Etendue
777306168;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU TARN ET GARONNE;592 BOULEVARD BLAISE DOUMERC BP 778;82000;MONTAUBAN;8430A Sécurité sociale obligatoire;INTERNE;Etendue
323914143;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU VAL DE MARNE;1 À 9 AV DU GÉNÉRAL DE GAULLE;94031;CRETEIL;8430A Sécurité sociale obligatoire;INTERNE;Etendue
775103922;CAISSE PRIMAIRE D'ASSURANCE MALADIE EURE ET LOIR;11 RUE DU DOCTEUR ANDRE HAYE;28034;CHARTRES;8430A Sécurité sociale obligatoire;INTERNE;Etendue
782357156;CAISSE PRIMAIRE D'ASSURANCE MALADIE PAU-PYRENEES;26 BIS AVENUE DES LILAS;64022;PAU;8430A Sécurité sociale obligatoire;INTERNE;Etendue
515131431;CAISSE PRIMAIRE DE L'ASSURANCE MALADIE DU HAUT-RHIN;19 BOULEVARD DU CHAMP DE MARS BP 40454;68022;COLMAR;8430A Sécurité sociale obligatoire;INTERNE;Etendue
514993518;CAISSE PRIMAIRE DE ROUBAIX-TOURCOING;2 PLACE SEBASTOPOL CS 40700;59208;TOURCOING CEDEX;8430A Sécurité sociale obligatoire;INTERNE;Etendue
782395495;CAISSE PRIMAIRE DES ALPES DE HAUTE PROVENCE;RUE ALPONSE RICHARD;04000;DIGNE LES BAINS;8430C Sécurité sociale obligatoire;INTERNE;Etendue
778073114;CAISSE PRIMAIRE D´ASSURANCE MALADIE DE LA HAUTE-VIENNE;22 AVENUE JEAN GAGNANT;87037;LIMOGES CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
490814670;CAISSE PROVENCE-ALPES DU REGIME SOCIAL DES INDEPENDANTS;29 BOULEVARD DE DUNKERQUE CS 11530;13235;MARSEILLE CEDEX 02;8430A Sécurité sociale obligatoire;MUTUALISE;Etendue
490806502;CAISSE REGIME SOCIAL DES INDEPENDANTS AQUITAINE;3 RUE JEAN CLAUDEVILLE TECHNOPARC BORDEAUX LAC;33525;BRUGES CEDEX;8430A Sécurité sociale obligatoire;SALARIE;Etendue
491098406;CAISSE REGIME SOCIAL DES INDEPENDANTS HAUTE NORMANDIE;7 AVENUE DU MONT RIBOUDET;76007;ROUEN CEDEX 1;8430A Sécurité sociale obligatoire;SALARIE;Etendue
491119954;CAISSE REGIME SOCIAL DES INDEPENDANTS ILE DE FRANCE OUEST;2 RUE VOLTAIRE;92532;LEVALLOIS PERRET CEDEX;8430A Sécurité sociale obligatoire;SALARIE;Etendue
398824714;CAISSE REGIONALE CREDIT AGRICOLE MUTUEL CENTRE LOIRE;26 RUE DE LA GODDE;45800;SAINT JEAN DE BRAYE;6419Z Intermédiation monétaire;INTERNE;Etendue
692043714;CAISSE REGIONALE CREDIT MUTUEL ILE DE FRANCE;18 RUE DE LA ROCHEFOUCAULD;75019;PARIS;6419Z Intermédiation monétaire;SALARIE;Etendue
775641996;CAISSE REGIONALE D'ASSURANCE MALADIE ALSACE - MOSELLE;2 RUE LOBSTEIN BP 80423;67004;STRASBOURG;753A Sécurité sociale obligatoire;INTERNE;Etendue
781847447;CAISSE REGIONALE D'ASSURANCE MALADIE D'AQUITAINE;80 AVENUE DE LA JALLERE;33053;BORDEAUX CEDEX;753A Sécurité sociale obligatoire;INTERNE;Etendue
775694730;CAISSE REGIONALE D'ASSURANCE MALADIE D'ILE DE FRANCE;17-19 RUE DE FLANDRE;75019;PARIS CEDEX 19;753A Sécurité sociale obligatoire;INTERNE;Etendue
775589187;CAISSE REGIONALE D'ASSURANCE MALADIE DE LANGUEDOC ROUSSILLON;29 COURS GAMBETTA;34068;MONTPELLIER CEDEX 2;8430A Sécurité sociale obligatoire;INTERNE;Générale
776950396;CAISSE REGIONALE D'ASSURANCE MALADIE DE TOULOUSE;2 RUE GEORGES VIVENT BP 9;31065;TOULOUSE CEDEX 9;753A Sécurité sociale obligatoire;INTERNE;Etendue
775607609;CAISSE REGIONALE D'ASSURANCE MALADIE DU CENTRE;30 BOULEVARD JEAN JAURES;45033;ORLEANS CEDEX 1;753A Sécurité sociale obligatoire;INTERNE;Etendue
313537359;CAISSE REGIONALE D'ASSURANCES MUTUELLES AGRICOLES ANTILLES GUYANE;10 LOTISSEMENT BARDINET DILLON;97200;FORT DE FRANCE;6512Z Assurance;PROFESSIONNEL;Etendue
381043686;CAISSE REGIONALE D'ASSURANCES MUTUELLES AGRICOLES CENTRE ATLANTIQUE;2, AVENUE DE LIMOGES BP 8527;79044;NIORT CEDEX;6512Z Assurance;MUTUALISE;Etendue
314635319;CAISSE REGIONALE D'ASSURANCES MUTUELLES AGRICOLES DE L'OCEAN INDIEN;7 RUE ANDRE LARDY BP 103;97438;SAINTE MARIE;660E Assurance;PROFESSIONNEL;Générale
870800299;CAISSE REGIONALE DE CREDIT MUTUEL DE LACO;46 RUE DU PORT BOYER;44000;NANTES;6419Z Intermédiation monétaire;SALARIE;Etendue
713820660;CAISSE REGIONALE DE CREDIT MUTUEL DE NORMANDIE;17 RUE DU 11 NOVEMBRE;14052;CAEN CEDEX;;SALARIE;Etendue
306487331;CAISSE REGIONALE DE CREDIT MUTUEL DU CENTRE;PLACE DE L'EUROPE 105 RUE DU FAUBOURG MADELEINE;45920;ORLEANS CEDEX 9;6419Z Intermédiation monétaire;SALARIE;Etendue
305709354;CAISSE REGIONALE DU CREDIT MUTUEL DAUPHINE VIVARAIS;130 AVENUE VICTOR HUGO;26000;VALENCE;6419Z Intermédiation monétaire;SALARIE;Etendue
312682156;CAISSE REGIONALE DU CREDIT MUTUEL MEDITERRANEEN;494 AVENUE DU PRADO;13008;MARSEILLE;6419Z Intermédiation monétaire;SALARIE;Etendue
